T,H,M,E,M,E,M,E,M,E,M,E,M,E,M,E,M,E,M,E,M,E
1.000000,0.000000,0.996875,-3.975000,0.993750,-3.950000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000
1.010000,0.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000
1.020000,0.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000
1.030000,0.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000
1.040000,0.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.993750,-3.950000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,0.993750,-3.950000,1.000000,-4.000000
1.050000,0.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,0.984375,-3.900000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,0.993750,-3.950000,0.993750,-3.950000,1.000000,-4.000000
1.060000,0.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000
1.070000,0.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000
1.080000,0.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000
1.090000,0.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000
1.100000,0.000000,0.996875,-3.975000,0.990625,-3.950000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,0.996875,-3.975000,0.996875,-3.975000
1.110000,0.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,0.996875,-3.975000
1.120000,0.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,0.996875,-3.975000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000
1.130000,0.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.993750,-3.950000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000
1.140000,0.000000,1.000000,-4.000000,0.996875,-3.975000,0.996875,-3.975000,1.000000,-4.000000,0.996875,-3.975000,0.993750,-3.950000,0.996875,-3.975000,0.993750,-3.962500,0.993750,-3.950000,1.000000,-4.000000
1.150000,0.000000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.996875,-3.975000,0.993750,-3.962500,0.990625,-3.925000
1.160000,0.000000,0.996875,-3.975000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.993750,-3.950000,1.000000,-4.000000
1.170000,0.000000,0.990625,-3.937500,0.987500,-3.900000,1.000000,-4.000000,0.996875,-3.975000,0.996875,-3.975000,1.000000,-4.000000,0.984375,-3.900000,1.000000,-4.000000,0.996875,-3.975000,1.000000,-4.000000
1.180000,0.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,0.993750,-3.950000,0.990625,-3.937500,1.000000,-4.000000,1.000000,-4.000000,0.993750,-3.950000
1.190000,0.000000,0.987500,-3.912500,0.996875,-3.975000,0.996875,-3.975000,1.000000,-4.000000,0.990625,-3.925000,0.996875,-3.975000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000,1.000000,-4.000000
