T,H,M,E,M,E,M,E,M,E,M,E,M,E,M,E,M,E,M,E,M,E
1.210000,0.000000,0.996636,-3.975608,0.997092,-3.978819,0.996484,-3.974479,0.996984,-3.977951,0.996441,-3.974045,0.996680,-3.975955,0.996810,-3.976563,0.996658,-3.975694,0.997049,-3.978385,0.997135,-3.978472
1.220000,0.000000,0.996680,-3.975000,0.996701,-3.975694,0.996376,-3.972830,0.996398,-3.973351,0.996029,-3.971701,0.996115,-3.971788,0.996332,-3.971875,0.996571,-3.975434,0.996159,-3.971962,0.995747,-3.969271
1.230000,0.000000,0.995985,-3.971181,0.995920,-3.970399,0.996029,-3.971788,0.996050,-3.970833,0.996593,-3.975087,0.996311,-3.972656,0.997005,-3.977604,0.996766,-3.976649,0.996376,-3.973003,0.996506,-3.974219
1.240000,0.000000,0.995725,-3.968663,0.996072,-3.970747,0.996115,-3.971007,0.996463,-3.973698,0.996007,-3.970833,0.996050,-3.971094,0.995920,-3.969878,0.995443,-3.965625,0.996419,-3.973524,0.996376,-3.973003
1.250000,0.000000,0.996246,-3.971354,0.995161,-3.964670,0.995508,-3.967101,0.995182,-3.965885,0.996332,-3.972656,0.995399,-3.966580,0.994857,-3.962240,0.995530,-3.967274,0.995877,-3.969531,0.995790,-3.969184
1.260000,0.000000,0.995942,-3.969271,0.995074,-3.965017,0.995182,-3.964583,0.995269,-3.966319,0.995920,-3.969965,0.995551,-3.967708,0.995117,-3.964410,0.995595,-3.967535,0.994900,-3.963368,0.994835,-3.962240
1.270000,0.000000,0.995247,-3.964757,0.995052,-3.963628,0.994857,-3.962240,0.994944,-3.962674,0.995334,-3.965885,0.995551,-3.967708,0.995095,-3.963715,0.995595,-3.968056,0.995226,-3.964410,0.995508,-3.967622
1.280000,0.000000,0.994184,-3.957205,0.995573,-3.967448,0.993381,-3.953906,0.994792,-3.961979,0.994835,-3.961632,0.994900,-3.963194,0.994922,-3.962674,0.995313,-3.965972,0.995139,-3.963802,0.995269,-3.964670
1.290000,0.000000,0.994531,-3.961892,0.994358,-3.957465,0.994727,-3.961285,0.994944,-3.962153,0.994727,-3.961285,0.995117,-3.965017,0.994358,-3.959115,0.994097,-3.956510,0.994727,-3.960851,0.994444,-3.958681
1.300000,0.000000,0.994727,-3.961806,0.994488,-3.959722,0.994423,-3.959375,0.994206,-3.957465,0.994618,-3.960330,0.995009,-3.962587,0.993967,-3.956424,0.994227,-3.957378,0.994336,-3.958941,0.994770,-3.961632
1.310000,0.000000,0.994553,-3.960243,0.994227,-3.957552,0.994444,-3.959201,0.994249,-3.958507,0.994010,-3.956771,0.994162,-3.958247,0.994510,-3.960503,0.993685,-3.954687,0.993967,-3.957986,0.993620,-3.955295
1.320000,0.000000,0.994119,-3.957465,0.993924,-3.956250,0.993251,-3.951997,0.993707,-3.953038,0.993273,-3.952344,0.993142,-3.950087,0.993533,-3.953646,0.993620,-3.954861,0.994076,-3.955990,0.993967,-3.956250
1.330000,0.000000,0.993598,-3.953472,0.992470,-3.945313,0.993099,-3.950000,0.993316,-3.950608,0.994184,-3.957118,0.992904,-3.948872,0.992687,-3.947049,0.993967,-3.955035,0.993598,-3.953299,0.994141,-3.956597
1.340000,0.000000,0.992622,-3.947656,0.992904,-3.948003,0.993793,-3.954601,0.993056,-3.950868,0.994054,-3.958420,0.993641,-3.955122,0.993099,-3.950260,0.992969,-3.949132,0.992969,-3.950260,0.993620,-3.953906
1.350000,0.000000,0.992925,-3.948090,0.993164,-3.950000,0.992882,-3.948177,0.992817,-3.947569,0.992014,-3.942101,0.992448,-3.946354,0.993012,-3.949132,0.992122,-3.944965,0.993381,-3.952083,0.993251,-3.950000
1.360000,0.000000,0.992773,-3.947049,0.993793,-3.954687,0.992556,-3.946267,0.992036,-3.942882,0.993099,-3.949479,0.992687,-3.946441,0.992122,-3.943924,0.993121,-3.950087,0.991037,-3.937066,0.992339,-3.944358
1.370000,0.000000,0.992513,-3.945313,0.992491,-3.947049,0.992101,-3.943576,0.992122,-3.942708,0.991580,-3.939323,0.992513,-3.946354,0.992036,-3.944618,0.991797,-3.941319,0.992253,-3.944010,0.992470,-3.945052
1.380000,0.000000,0.991081,-3.935503,0.990929,-3.935677,0.991146,-3.936111,0.991775,-3.942274,0.991471,-3.937413,0.991645,-3.939410,0.991797,-3.941233,0.991558,-3.941059,0.992839,-3.947483,0.991732,-3.941059
1.390000,0.000000,0.991667,-3.939583,0.991905,-3.940278,0.991862,-3.942274,0.990842,-3.936285,0.990365,-3.932118,0.991211,-3.937066,0.991753,-3.941059,0.990451,-3.930816,0.991124,-3.937413,0.989822,-3.929080
1.400000,0.000000,0.990972,-3.934896,0.990213,-3.930295,0.990451,-3.932378,0.990560,-3.934722,0.991298,-3.937500,0.990842,-3.934288,0.990951,-3.934462,0.990430,-3.930556,0.990495,-3.932813,0.990734,-3.934028
1.410000,0.000000,0.990625,-3.932031,0.991016,-3.940799,0.991233,-3.937153,0.989822,-3.927431,0.991189,-3.936024,0.989735,-3.926736,0.990582,-3.932726,0.991276,-3.936024,0.991168,-3.935069,0.989844,-3.927083
1.420000,0.000000,0.989280,-3.925434,0.989757,-3.925868,0.989366,-3.926649,0.990321,-3.931684,0.990451,-3.931944,0.990690,-3.933941,0.989345,-3.923437,0.989345,-3.925955,0.988911,-3.920920,0.990430,-3.932031
1.430000,0.000000,0.989779,-3.928906,0.988889,-3.920747,0.989779,-3.927604,0.989518,-3.924566,0.989844,-3.929080,0.988976,-3.923524,0.989562,-3.924653,0.989952,-3.928385,0.989236,-3.926042,0.988845,-3.923003
1.440000,0.000000,0.988628,-3.920833,0.987826,-3.914931,0.989214,-3.923351,0.988563,-3.917969,0.988824,-3.920052,0.988737,-3.920052,0.989800,-3.928038,0.988194,-3.916753,0.989605,-3.925868,0.988325,-3.920399
1.450000,0.000000,0.987804,-3.916753,0.988151,-3.917535,0.988585,-3.919444,0.987739,-3.913976,0.988151,-3.915104,0.988325,-3.918750,0.988694,-3.921441,0.987912,-3.916319,0.989475,-3.926997,0.989041,-3.923003
1.460000,0.000000,0.987543,-3.912587,0.988043,-3.915625,0.987934,-3.913455,0.988064,-3.915712,0.987934,-3.916319,0.988151,-3.916233,0.986914,-3.909288,0.988346,-3.917882,0.987261,-3.912240,0.987109,-3.909809
1.470000,0.000000,0.986762,-3.907899,0.986827,-3.905469,0.987956,-3.917448,0.987131,-3.908767,0.987782,-3.914149,0.988238,-3.916233,0.987131,-3.910764,0.987283,-3.910243,0.987153,-3.909635,0.987066,-3.911198
1.480000,0.000000,0.985243,-3.899826,0.987630,-3.913802,0.987196,-3.910938,0.987370,-3.910156,0.986762,-3.906858,0.987478,-3.913021,0.986545,-3.905816,0.985851,-3.902344,0.986979,-3.907292,0.986589,-3.906424
1.490000,0.000000,0.985634,-3.900521,0.987240,-3.913021,0.984874,-3.895833,0.987044,-3.908594,0.986762,-3.908160,0.986133,-3.905122,0.984787,-3.896354,0.985308,-3.899045,0.985330,-3.899740,0.987196,-3.910417
1.500000,0.000000,0.984896,-3.893924,0.984440,-3.894792,0.985503,-3.899479,0.985699,-3.898351,0.986697,-3.905990,0.986220,-3.902778,0.986415,-3.905990,0.985894,-3.901215,0.984701,-3.893924,0.986697,-3.906424
1.510000,0.000000,0.983247,-3.886198,0.984983,-3.893576,0.985004,-3.896267,0.984527,-3.894444,0.985113,-3.894965,0.985113,-3.896267,0.984375,-3.893229,0.985286,-3.897222,0.985503,-3.899566,0.984679,-3.894097
1.520000,0.000000,0.983355,-3.888021,0.984093,-3.891059,0.984505,-3.894878,0.984896,-3.893837,0.984744,-3.896354,0.983637,-3.890017,0.985634,-3.898177,0.984918,-3.894010,0.984939,-3.892795,0.985330,-3.896007
1.530000,0.000000,0.983963,-3.890104,0.982769,-3.882552,0.982704,-3.882986,0.984115,-3.888281,0.983919,-3.887153,0.982921,-3.882031,0.984288,-3.891667,0.982834,-3.881771,0.983181,-3.884896,0.982595,-3.879774
1.540000,0.000000,0.983160,-3.882118,0.984332,-3.891753,0.983984,-3.889062,0.982921,-3.884028,0.980469,-3.871007,0.981467,-3.875781,0.983767,-3.887934,0.982899,-3.881771,0.984245,-3.890538,0.983160,-3.882205
1.550000,0.000000,0.981619,-3.875955,0.981988,-3.879948,0.980881,-3.871528,0.980881,-3.871441,0.981011,-3.872049,0.982378,-3.878212,0.981055,-3.869444,0.982270,-3.878472,0.981771,-3.876649,0.982161,-3.878819
1.560000,0.000000,0.983160,-3.883333,0.981966,-3.878299,0.980751,-3.870312,0.981250,-3.873872,0.982378,-3.877691,0.980208,-3.865017,0.984679,-3.891406,0.980903,-3.867361,0.979470,-3.864149,0.982183,-3.875087
1.570000,0.000000,0.981510,-3.871007,0.980664,-3.868490,0.980252,-3.865104,0.980404,-3.867708,0.979753,-3.863455,0.981250,-3.874653,0.982292,-3.880208,0.980100,-3.866406,0.980599,-3.867708,0.979861,-3.862153
1.580000,0.000000,0.980534,-3.866059,0.978581,-3.858507,0.978147,-3.855035,0.979514,-3.859201,0.980881,-3.871094,0.979536,-3.860156,0.981163,-3.872222,0.978277,-3.854253,0.980382,-3.868142,0.981076,-3.870226
1.590000,0.000000,0.979405,-3.859549,0.977756,-3.850521,0.978819,-3.862500,0.979666,-3.862413,0.979188,-3.859375,0.978277,-3.853385,0.979970,-3.860503,0.980143,-3.863802,0.979644,-3.863802,0.981011,-3.869358
1.600000,0.000000,0.977148,-3.847569,0.977018,-3.844878,0.977973,-3.852951,0.979275,-3.856510,0.978472,-3.854687,0.978407,-3.851997,0.979514,-3.860156,0.978646,-3.857292,0.978863,-3.856771,0.978103,-3.853472
1.610000,0.000000,0.978798,-3.856944,0.975890,-3.840451,0.978385,-3.852951,0.978472,-3.853733,0.977691,-3.848003,0.977257,-3.845573,0.978082,-3.850087,0.977127,-3.844792,0.975977,-3.839670,0.978581,-3.855556
1.620000,0.000000,0.977235,-3.844705,0.975694,-3.836719,0.977322,-3.850174,0.975998,-3.841059,0.978472,-3.850608,0.975065,-3.834549,0.976107,-3.842188,0.976042,-3.838715,0.976128,-3.844184,0.975412,-3.837674
1.630000,0.000000,0.976063,-3.838802,0.975868,-3.838281,0.977300,-3.842795,0.974978,-3.832031,0.975065,-3.832118,0.976476,-3.843490,0.977105,-3.844878,0.975651,-3.834809,0.977040,-3.844010,0.976172,-3.840451
1.640000,0.000000,0.974392,-3.831076,0.973720,-3.830469,0.975499,-3.835590,0.973828,-3.826997,0.975456,-3.834983,0.973242,-3.827517,0.974154,-3.829253,0.973655,-3.824045,0.973503,-3.829080,0.973264,-3.823351
1.650000,0.000000,0.972721,-3.818056,0.973655,-3.827170,0.972765,-3.819705,0.974023,-3.828299,0.974696,-3.838021,0.973459,-3.825347,0.972201,-3.821875,0.974067,-3.826563,0.975391,-3.835938,0.971875,-3.819184
1.660000,0.000000,0.973481,-3.823524,0.972743,-3.819097,0.972917,-3.820747,0.972461,-3.818663,0.972396,-3.814583,0.974175,-3.826302,0.970833,-3.813021,0.972309,-3.819878,0.970616,-3.813108,0.973698,-3.826736
1.670000,0.000000,0.969900,-3.804601,0.972005,-3.814323,0.972613,-3.819184,0.970269,-3.807552,0.971354,-3.811545,0.970182,-3.806944,0.969705,-3.802344,0.970920,-3.809375,0.973155,-3.820399,0.969705,-3.805729
1.680000,0.000000,0.969987,-3.800347,0.971202,-3.809896,0.971419,-3.812500,0.968294,-3.796701,0.969553,-3.805816,0.970443,-3.804253,0.968750,-3.795139,0.969206,-3.799566,0.967535,-3.790712,0.970074,-3.802865
1.690000,0.000000,0.970052,-3.803125,0.969141,-3.795747,0.969857,-3.796007,0.969792,-3.799566,0.967274,-3.787500,0.969032,-3.797135,0.970964,-3.807552,0.971853,-3.810156,0.967969,-3.792969,0.968880,-3.797656
1.700000,0.000000,0.968641,-3.793576,0.967014,-3.784896,0.967665,-3.788108,0.965994,-3.781337,0.969076,-3.797656,0.967339,-3.787240,0.969878,-3.800521,0.968251,-3.792361,0.967925,-3.795573,0.966016,-3.781684
1.710000,0.000000,0.968164,-3.793229,0.967600,-3.786458,0.967665,-3.788108,0.966775,-3.786806,0.966189,-3.781944,0.968251,-3.793663,0.965755,-3.782378,0.966385,-3.780729,0.968728,-3.796788,0.966037,-3.784809
1.720000,0.000000,0.963932,-3.766406,0.961003,-3.757899,0.963563,-3.771875,0.964453,-3.773264,0.964258,-3.768750,0.964019,-3.767535,0.963563,-3.770486,0.967795,-3.797222,0.963780,-3.773872,0.967882,-3.794878
1.730000,0.000000,0.964583,-3.771267,0.967882,-3.787934,0.963694,-3.766493,0.963563,-3.765278,0.964518,-3.771788,0.966276,-3.781163,0.963628,-3.763281,0.962196,-3.762066,0.967600,-3.786545,0.964128,-3.765365
1.740000,0.000000,0.961415,-3.750955,0.961849,-3.757118,0.965126,-3.771875,0.965560,-3.774306,0.963867,-3.771615,0.959722,-3.748698,0.961024,-3.750174,0.963845,-3.768490,0.964301,-3.767622,0.962804,-3.762847
1.750000,0.000000,0.962348,-3.758333,0.962760,-3.762587,0.965538,-3.775608,0.959939,-3.746701,0.964974,-3.771181,0.959375,-3.740799,0.963650,-3.768750,0.960786,-3.756771,0.965538,-3.774653,0.962261,-3.765017
1.760000,0.000000,0.954622,-3.728212,0.962240,-3.764583,0.958637,-3.746875,0.958637,-3.735937,0.960352,-3.747743,0.959679,-3.745833,0.959787,-3.746875,0.959766,-3.744358,0.960156,-3.748611,0.962153,-3.758854
1.770000,0.000000,0.960395,-3.746441,0.961480,-3.748611,0.962782,-3.758594,0.958181,-3.737413,0.961719,-3.754514,0.960221,-3.744358,0.956576,-3.727778,0.960048,-3.742708,0.958681,-3.738281,0.960634,-3.746094
1.780000,0.000000,0.957378,-3.731337,0.958789,-3.735330,0.958984,-3.739063,0.957704,-3.732986,0.955751,-3.726042,0.959852,-3.741146,0.956554,-3.723177,0.957964,-3.737066,0.958116,-3.730816,0.955599,-3.720139
1.790000,0.000000,0.954080,-3.712847,0.958615,-3.731684,0.955838,-3.718924,0.952756,-3.712066,0.955360,-3.719878,0.956749,-3.728906,0.956207,-3.725781,0.953537,-3.713976,0.954340,-3.709549,0.956424,-3.725868
1.800000,0.000000,0.954861,-3.713628,0.954167,-3.710156,0.951215,-3.693403,0.957791,-3.729253,0.953971,-3.709722,0.955122,-3.713976,0.952799,-3.710243,0.954427,-3.708507,0.958247,-3.733420,0.955946,-3.719358
1.810000,0.000000,0.950282,-3.696441,0.950564,-3.697222,0.954210,-3.713628,0.955230,-3.710069,0.952235,-3.705990,0.953733,-3.712240,0.946419,-3.670052,0.955122,-3.716493,0.952235,-3.705556,0.950977,-3.691753
1.820000,0.000000,0.953559,-3.707552,0.954102,-3.708333,0.948633,-3.681163,0.954774,-3.714323,0.950043,-3.688889,0.945074,-3.675260,0.946484,-3.678819,0.950586,-3.690625,0.951302,-3.698872,0.950130,-3.688194
1.830000,0.000000,0.947331,-3.678559,0.949197,-3.689410,0.949262,-3.687674,0.947960,-3.679861,0.950347,-3.690538,0.953429,-3.708767,0.948915,-3.680556,0.947917,-3.683160,0.954384,-3.709809,0.950065,-3.689931
1.840000,0.000000,0.943468,-3.658247,0.940994,-3.657812,0.944336,-3.666580,0.946094,-3.672656,0.947309,-3.680642,0.946072,-3.682899,0.944097,-3.661285,0.944162,-3.658073,0.948503,-3.676997,0.948134,-3.673611
1.850000,0.000000,0.945855,-3.666059,0.947309,-3.676563,0.942231,-3.656250,0.944119,-3.661545,0.947157,-3.670313,0.946332,-3.673003,0.945247,-3.669618,0.944227,-3.657118,0.941428,-3.652691,0.944878,-3.673090
1.860000,0.000000,0.940321,-3.650000,0.939583,-3.642361,0.940343,-3.642535,0.947266,-3.682031,0.937283,-3.639931,0.946311,-3.662847,0.941536,-3.646007,0.941645,-3.651649,0.946050,-3.665451,0.939735,-3.646615
1.870000,0.000000,0.941949,-3.647656,0.939887,-3.635851,0.940039,-3.640365,0.943772,-3.655035,0.940755,-3.645920,0.939453,-3.637413,0.945117,-3.663021,0.937348,-3.631424,0.939648,-3.641319,0.939779,-3.641146
1.880000,0.000000,0.939692,-3.634028,0.943728,-3.654253,0.938889,-3.636372,0.937652,-3.636719,0.934288,-3.617622,0.939887,-3.638368,0.944401,-3.654601,0.940082,-3.647222,0.934852,-3.620139,0.941602,-3.646007
1.890000,0.000000,0.934852,-3.619705,0.934288,-3.610243,0.932096,-3.612413,0.936871,-3.618403,0.932530,-3.605208,0.939193,-3.630295,0.937717,-3.631424,0.937869,-3.622309,0.936024,-3.612500,0.936827,-3.628472
1.900000,0.000000,0.937088,-3.626997,0.934440,-3.611892,0.935720,-3.618490,0.926628,-3.571788,0.941102,-3.642014,0.933160,-3.600694,0.931510,-3.602083,0.939909,-3.632205,0.928516,-3.594358,0.930556,-3.594271
1.910000,0.000000,0.936979,-3.627431,0.934245,-3.608333,0.932357,-3.598351,0.934787,-3.612153,0.936350,-3.615972,0.932617,-3.600781,0.922287,-3.567101,0.927799,-3.589757,0.935655,-3.621788,0.934918,-3.610677
1.920000,0.000000,0.931814,-3.605903,0.930859,-3.586458,0.928429,-3.582726,0.926693,-3.572743,0.927409,-3.573785,0.934679,-3.612934,0.929297,-3.588976,0.932856,-3.591146,0.925391,-3.560069,0.936111,-3.618056
1.930000,0.000000,0.929731,-3.587760,0.926324,-3.571267,0.925803,-3.568403,0.925803,-3.578299,0.926584,-3.567361,0.928928,-3.590885,0.925543,-3.571181,0.928494,-3.574826,0.931098,-3.596788,0.918815,-3.546267
1.940000,0.000000,0.925304,-3.573438,0.922786,-3.567101,0.922982,-3.556337,0.921745,-3.555903,0.920638,-3.552257,0.925977,-3.567188,0.922613,-3.553993,0.922374,-3.563194,0.917839,-3.545052,0.921984,-3.558594
1.950000,0.000000,0.926150,-3.569184,0.920660,-3.557378,0.925130,-3.566927,0.915712,-3.561806,0.922027,-3.552431,0.921528,-3.548090,0.922114,-3.559028,0.924566,-3.572656,0.921419,-3.547917,0.921593,-3.565451
1.960000,0.000000,0.919596,-3.537066,0.913194,-3.525955,0.911957,-3.514497,0.915734,-3.526389,0.918012,-3.529080,0.905534,-3.517535,0.915864,-3.523438,0.918251,-3.533160,0.917643,-3.538281,0.921593,-3.546788
1.970000,0.000000,0.915104,-3.520920,0.916558,-3.522135,0.911133,-3.508507,0.918338,-3.536458,0.913151,-3.514063,0.911437,-3.503038,0.901411,-3.486198,0.916298,-3.523785,0.912999,-3.513802,0.905556,-3.500608
1.980000,0.000000,0.910720,-3.493750,0.911697,-3.509809,0.912240,-3.501997,0.914236,-3.513194,0.911393,-3.506076,0.912001,-3.505642,0.912348,-3.505556,0.910330,-3.492101,0.917231,-3.525000,0.913194,-3.517969
1.990000,0.000000,0.904579,-3.486892,0.900347,-3.461632,0.898741,-3.471962,0.906098,-3.479948,0.912478,-3.510677,0.906923,-3.488889,0.907270,-3.488802,0.910851,-3.501128,0.908681,-3.481944,0.904883,-3.482813
2.000000,0.000000,0.900608,-3.473785,0.908116,-3.486719,0.899631,-3.474479,0.895703,-3.443142,0.909136,-3.493924,0.909180,-3.495660,0.906619,-3.488108,0.906163,-3.477517,0.908030,-3.482205,0.907682,-3.482465
2.010000,0.000000,0.904926,-3.469531,0.903429,-3.469965,0.907140,-3.485417,0.903754,-3.467535,0.904253,-3.477431,0.908702,-3.488542,0.896984,-3.448785,0.905339,-3.481163,0.899436,-3.465712,0.899740,-3.466753
2.020000,0.000000,0.903385,-3.466927,0.900391,-3.457378,0.900065,-3.461806,0.902582,-3.463194,0.889388,-3.436372,0.890516,-3.451476,0.906684,-3.469010,0.898307,-3.447917,0.899154,-3.438976,0.895161,-3.439497
2.030000,0.000000,0.892470,-3.423785,0.892600,-3.438628,0.891884,-3.427691,0.900521,-3.449826,0.892057,-3.432292,0.880729,-3.401823,0.898806,-3.448177,0.894878,-3.435590,0.899154,-3.453472,0.890104,-3.417274
2.040000,0.000000,0.880642,-3.392795,0.892882,-3.413715,0.881445,-3.393229,0.879319,-3.376215,0.896658,-3.439062,0.893359,-3.421094,0.891645,-3.409896,0.885395,-3.407465,0.890169,-3.425694,0.880729,-3.393663
2.050000,0.000000,0.872070,-3.365278,0.890820,-3.416406,0.888628,-3.416059,0.872895,-3.357031,0.885699,-3.400087,0.879167,-3.391233,0.886632,-3.410851,0.866797,-3.362326,0.879405,-3.376389,0.889865,-3.398524
2.060000,0.000000,0.882617,-3.376389,0.884766,-3.384375,0.881836,-3.395486,0.874197,-3.371267,0.885677,-3.396181,0.879536,-3.380990,0.882053,-3.399479,0.869944,-3.375347,0.883789,-3.374306,0.883919,-3.388281
2.070000,0.000000,0.878255,-3.372483,0.863737,-3.330642,0.865061,-3.333594,0.872526,-3.358681,0.870638,-3.354948,0.867708,-3.359462,0.872027,-3.355295,0.858984,-3.340191,0.878906,-3.373698,0.874110,-3.363976
2.080000,0.000000,0.870964,-3.349392,0.874089,-3.357986,0.872960,-3.357813,0.866840,-3.334115,0.879709,-3.376302,0.876736,-3.359288,0.877539,-3.369010,0.879492,-3.369444,0.877626,-3.361892,0.873394,-3.352604
2.090000,0.000000,0.882400,-3.374045,0.862413,-3.315365,0.876042,-3.363108,0.879861,-3.364063,0.869705,-3.355382,0.854405,-3.301128,0.871723,-3.336545,0.870117,-3.354253,0.849826,-3.318229,0.848589,-3.313715
2.100000,0.000000,0.857617,-3.322309,0.858876,-3.306250,0.865430,-3.325087,0.868707,-3.327344,0.862305,-3.319618,0.841298,-3.296528,0.870356,-3.330469,0.851758,-3.302604,0.859484,-3.308941,0.867687,-3.317188
2.110000,0.000000,0.850651,-3.284375,0.856662,-3.294705,0.862066,-3.306510,0.836263,-3.262934,0.857682,-3.293837,0.850825,-3.279688,0.856359,-3.293403,0.859961,-3.305556,0.869358,-3.333941,0.855859,-3.292448
2.120000,0.000000,0.857639,-3.296007,0.846115,-3.262153,0.831923,-3.234722,0.846701,-3.275087,0.839779,-3.250868,0.841319,-3.246528,0.852062,-3.273872,0.850890,-3.273785,0.839562,-3.255903,0.826215,-3.230990
2.130000,0.000000,0.848307,-3.260503,0.809245,-3.200347,0.842839,-3.252691,0.812305,-3.213628,0.835872,-3.228733,0.843403,-3.247917,0.834071,-3.252257,0.842101,-3.251476,0.852930,-3.283073,0.848329,-3.260590
2.140000,0.000000,0.836545,-3.221181,0.840256,-3.236806,0.829666,-3.227778,0.832530,-3.232465,0.827300,-3.234722,0.820660,-3.228299,0.839583,-3.248785,0.842079,-3.241667,0.843338,-3.244531,0.824327,-3.197309
