T,H,M,E,M,E,M,E,M,E,M,E,M,E,M,E,M,E,M,E,M,E
1.000000,0.000000,0.998698,-3.949436,0.998828,-3.951172,0.998893,-3.951259,0.999045,-3.952300,0.998958,-3.951866,0.998785,-3.950651,0.999154,-3.952431,0.998980,-3.951476,0.999175,-3.952474,0.998850,-3.950347
1.010000,0.000000,0.998655,-3.949523,0.998828,-3.951128,0.999306,-3.953906,0.998785,-3.950130,0.998611,-3.948785,0.999067,-3.952083,0.998524,-3.948958,0.998763,-3.949957,0.998698,-3.949609,0.998720,-3.949523
1.020000,0.000000,0.998720,-3.949566,0.998893,-3.951389,0.999045,-3.951866,0.998676,-3.949002,0.998676,-3.949566,0.998893,-3.950434,0.998872,-3.950911,0.998893,-3.950694,0.999175,-3.952691,0.998893,-3.950998
1.030000,0.000000,0.998785,-3.950304,0.998872,-3.950608,0.998459,-3.947786,0.998524,-3.948785,0.998937,-3.950825,0.998698,-3.949566,0.998177,-3.946571,0.998481,-3.948958,0.998893,-3.950955,0.998546,-3.948394
1.040000,0.000000,0.998307,-3.946918,0.998763,-3.950087,0.998503,-3.948568,0.998351,-3.947786,0.998589,-3.948958,0.998937,-3.951389,0.998307,-3.946875,0.998134,-3.946658,0.998437,-3.948134,0.998872,-3.950608
1.050000,0.000000,0.998459,-3.947700,0.998351,-3.947049,0.998220,-3.946007,0.998828,-3.950304,0.998003,-3.945486,0.998741,-3.949913,0.998394,-3.947960,0.998394,-3.947700,0.998763,-3.949045,0.998437,-3.948134
1.060000,0.000000,0.997938,-3.944227,0.998589,-3.948741,0.998416,-3.947526,0.998264,-3.946484,0.998025,-3.945573,0.998264,-3.946615,0.998459,-3.947526,0.998351,-3.946962,0.998090,-3.945833,0.997938,-3.945747
1.070000,0.000000,0.997982,-3.944835,0.998416,-3.947526,0.997743,-3.944358,0.998524,-3.948220,0.998264,-3.946745,0.998134,-3.946441,0.998286,-3.946918,0.998003,-3.945226,0.998069,-3.945703,0.998307,-3.946832
1.080000,0.000000,0.998177,-3.946094,0.998503,-3.948177,0.998155,-3.945399,0.998112,-3.945920,0.998199,-3.946007,0.998372,-3.947483,0.998307,-3.946832,0.998090,-3.946267,0.998199,-3.947309,0.998242,-3.946528
1.090000,0.000000,0.998134,-3.946615,0.998155,-3.945660,0.998155,-3.945486,0.997743,-3.942969,0.997635,-3.942752,0.997439,-3.942274,0.998069,-3.944922,0.998741,-3.949436,0.997656,-3.942839,0.997960,-3.944444
1.100000,0.000000,0.997982,-3.945226,0.998003,-3.945052,0.997895,-3.943837,0.998090,-3.945573,0.998177,-3.946094,0.998069,-3.945833,0.997331,-3.940365,0.998069,-3.945616,0.998069,-3.946007,0.998047,-3.944618
1.110000,0.000000,0.997483,-3.940799,0.997070,-3.939757,0.997786,-3.943359,0.998220,-3.946224,0.997743,-3.942361,0.998242,-3.946311,0.998112,-3.945313,0.997526,-3.942318,0.996918,-3.938802,0.997808,-3.943186
